BEGINTIME;ELEMENT;ENDTIME;UTRANCELL;pmCellDowntimeAuto;pmCellDowntimeMan;pmCellHoExeAttLteInterF;pmCellHoExeAttLteIntraF;pmCellHoExeSuccLteInterF;pmCellHoExeSuccLteIntraF;pmCellHoPrepAttLteInterF;pmCellHoPrepAttLteIntraF;pmCellHoPrepSuccLteInterF;pmCellHoPrepSuccLteIntraF;pmDrbThpTimeDlQci;pmErabEstabAttAdded;pmErabEstabAttAddedArp;pmErabEstabAttAddedHoOngoing;pmErabEstabAttInit;pmErabEstabAttInitArp;pmErabEstabFailAddedLic;pmErabEstabFailGbrDlEnb;pmErabEstabFailGbrUlEnb;pmErabEstabFailInitLic;pmErabEstabSuccAdded;pmErabEstabSuccAddedArp;pmErabEstabSuccInit;pmErabEstabSuccInitArp;pmErabRelAbnormalEnbAct;pmErabRelAbnormalMmeAct;pmErabRelMmeAct;pmErabRelNormalEnbAct;pmErabRelNormalEnbArp;pmHoPrepRejInLicConnUsers;pmHoPrepRejInLicMob;pmHoPrepRejInSl;pmLcgThpTimeUlLcg;pmLcgThpVolUlLcg;pmMacCellThpTimeDl;pmMacCellThpTimeUl;pmMacDrbThpTimeDlQci;pmMacDrbThpVolDlQci;pmMacLcgThpTimeUlLcg;pmMacLcgThpVolUlLcg;pmMacUeThpTimeDl;pmMacUeThpTimeUl;pmMacUeThpVolDl;pmMacUeThpVolUl;pmPagReceivedCe;pmPdcpLatPktTransDl;pmPdcpLatTimeDl;pmPdcpPktDiscDlPelr;pmPdcpPktDiscDlPelrUu;pmPdcpPktLostUl;pmPdcpPktReceivedUl;pmPdcpPktTransDl;pmPdcpVolDlDrb;pmPdcpVolDlDrbFiltQci;pmPdcpVolDlDrbLastTTI;pmPdcpVolDlDrbLastTTIQci;pmPdcpVolDlSrb;pmPdcpVolUlDrb;pmPdcpVolUlSrb;pmRrcConnEstabAtt;pmRrcConnEstabAttCe;pmRrcConnEstabAttDtaCe;pmRrcConnEstabAttReatt;pmRrcConnEstabAttReattCe;pmRrcConnEstabAttReattDtaCe;pmRrcConnEstabFailLic;pmRrcConnEstabFailMmeOvlMod;pmRrcConnEstabFailMmeOvlModCe;pmRrcConnEstabFailMmeOvlMos;pmRrcConnEstabFailMmeOvlMosCe;pmRrcConnEstabSucc;pmRrcConnEstabSuccCe;pmRrcConnEstabSuccDtaCe;pmS1SigConnEstabAtt;pmS1SigConnEstabAttCe;pmS1SigConnEstabAttDtaCe;pmS1SigConnEstabAttEm;pmS1SigConnEstabAttHpa;pmS1SigConnEstabAttMod;pmS1SigConnEstabAttModCe;pmS1SigConnEstabAttMos;pmS1SigConnEstabAttMta;pmS1SigConnEstabAttMtaCe;pmS1SigConnEstabFailMmeOvlMos;pmS1SigConnEstabSucc;pmS1SigConnEstabSuccCe;pmS1SigConnEstabSuccDtaCe;pmS1SigConnEstabSuccEm;pmS1SigConnEstabSuccHpa;pmS1SigConnEstabSuccMod;pmS1SigConnEstabSuccModCe;pmS1SigConnEstabSuccMos;pmS1SigConnEstabSuccMta;pmS1SigConnEstabSuccMtaCe;pmSessionTimeDrb;pmSessionTimeUe;pmUeCtxtRelAbnormalEnbAct;pmUeCtxtRelAbnormalMmeAct;pmUeCtxtRelCsfbCdma1xRtt;pmUeCtxtRelCsfbCdma1xRttEm;pmUeCtxtRelCsfbGsm;pmUeCtxtRelCsfbGsmEm;pmUeCtxtRelCsfbTdScdma;pmUeCtxtRelCsfbTdScdmaEm;pmUeCtxtRelCsfbWcdma;pmUeCtxtRelCsfbWcdmaEm;pmUeCtxtRelMmeAct;pmUeThp2DlDistr;pmUeThp2UlDistr;pmUeThpDlDistr;pmUeThpTimeDl;pmUeThpTimeUl;pmUeThpUlDistr;pmUeThpVolUl
2018-04-03 13:00:00;ERBS_KI0077;2018-04-03 13:15:00;ERBS_XXXXX_Y_Z;0;0;0;18;0;18;0;18;0;18;1,8,17887;6;0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0;0;327;0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0;0;0;0;0;6;0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0;327;0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0;0;0;0;1;1,7,333;0;0;0;0,4649,0,0;0,3785,0,0;900000;47141;1,8,52665;0;0,48160,0,0;0,4927,0,0;41256;0;548909;0;0,0,0,0;14760;42060;0;0;0;43304;68327;624295;0;158128;1,8,159239;314;44014;263;344;0,0,0,0;0,0,0,0;2;0,0,0,0;0,0,0,0;0;0;0,0,0,0;0;0,0,0,0;342;0,0,0,0;0,0,0,0;342;0,0,0,0;0,0,0,0;0;0;179;0,0,0,0;70;93;0,0,0,0;0;342;0,0,0,0;0,0,0,0;0;0;179;0,0,0,0;70;93;0,0,0,0;1053;1053;0;0;0;0;0;0;0;0;17;0;0;0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,4,1,7,34,5,0,0,0,0,0,0,0;0,0,0,0,1,1,1,2,2,2,5,5,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0;0,10,4,5,41,1,0,0;17984;4649;20,1,2,2,1,0,0,0;3785
2018-04-04 08:00:00;ERBS_KI0077;2018-04-04 08:15:00;ERBS_XXXXX_Y_Z;0;0;0;24;0;24;0;24;0;24;1,8,67904;1;0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0;0;465;0,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0;0;0;0;0;1;0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0;465;0,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0;0;0;0;1;1,7,345;0;0;0;0,3062,0,0;0,3521,0,0;900000;59868;1,8,104183;0;0,61290,0,0;0,13788,0,0;95727;0;1641229;0;0,0,0,0;11947;34583;0;4;0;59091;156114;1675463;0;195468;1,8,196410;579;48233;862;478;0,0,0,0;0,0,0,0;6;0,0,0,0;0,0,0,0;0;0;0,0,0,0;0;0,0,0,0;472;0,0,0,0;0,0,0,0;472;0,0,0,0;0,0,0,0;0;0;196;0,0,0,0;175;101;0,0,0,0;0;472;0,0,0,0;0,0,0,0;0;0;196;0,0,0,0;175;101;0,0,0,0;756;756;0;0;0;0;0;0;0;0;21;0;0;0,0,0,0,0,0,0,0,1,0,1,3,2,1,2,3,7,10,23,7,0,0,0,0,0,0,0;0,0,0,1,1,0,3,1,2,1,3,1,3,3,0,0,3,1,2,0,0,0,0,0,0,0,0;2,6,5,13,31,3,0,0;68207;3062;16,3,3,3,0,0,0,0;3521
2018-04-04 20:30:00;ERBS_KI0077;2018-04-04 20:45:00;ERBS_XXXXX_Y_Z;0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0
2018-04-04 20:45:00;ERBS_KI0077;2018-04-04 21:00:00;ERBS_XXXXX_Y_Z;0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0
2018-04-04 21:00:00;ERBS_KI0077;2018-04-04 21:15:00;ERBS_XXXXX_Y_Z;0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0
2018-04-06 08:00:00;ERBS_KI0077;2018-04-06 08:15:00;ERBS_XXXXX_Y_Z;0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0
2018-04-06 08:15:00;ERBS_KI0077;2018-04-06 08:30:00;ERBS_XXXXX_Y_Z;0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0
2018-04-06 08:30:00;ERBS_KI0077;2018-04-06 08:45:00;ERBS_XXXXX_Y_Z;0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0
2018-04-06 11:45:00;ERBS_KI0077;2018-04-06 12:00:00;ERBS_XXXXX_Y_Z;0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0
2018-04-06 12:00:00;ERBS_KI0077;2018-04-06 12:15:00;ERBS_XXXXX_Y_Z;0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0
2018-04-06 12:15:00;ERBS_KI0077;2018-04-06 12:30:00;ERBS_XXXXX_Y_Z;0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0
2018-04-06 12:30:00;ERBS_KI0077;2018-04-06 12:45:00;ERBS_XXXXX_Y_Z;0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0
2018-04-03 13:00:00;ERBS_KI0077;2018-04-03 13:15:00;ERBS_XXXXX_Y_Z;0;0;0;18;0;18;0;18;0;18;1,8,17887;6;0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0;0;327;0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0;0;0;0;0;6;0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0;327;0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0;0;0;0;1;1,7,333;0;0;0;0,4649,0,0;0,3785,0,0;900000;47141;1,8,52665;0;0,48160,0,0;0,4927,0,0;41256;0;548909;0;0,0,0,0;14760;42060;0;0;0;43304;68327;624295;0;158128;1,8,159239;314;44014;263;344;0,0,0,0;0,0,0,0;2;0,0,0,0;0,0,0,0;0;0;0,0,0,0;0;0,0,0,0;342;0,0,0,0;0,0,0,0;342;0,0,0,0;0,0,0,0;0;0;179;0,0,0,0;70;93;0,0,0,0;0;342;0,0,0,0;0,0,0,0;0;0;179;0,0,0,0;70;93;0,0,0,0;1053;1053;0;0;0;0;0;0;0;0;17;0;0;0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,4,1,7,34,5,0,0,0,0,0,0,0;0,0,0,0,1,1,1,2,2,2,5,5,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0;0,10,4,5,41,1,0,0;17984;4649;20,1,2,2,1,0,0,0;3785
2018-04-04 08:00:00;ERBS_KI0077;2018-04-04 08:15:00;ERBS_XXXXX_Y_Z;0;0;0;24;0;24;0;24;0;24;1,8,67904;1;0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0;0;465;0,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0;0;0;0;0;1;0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0;465;0,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0;0;0;0;1;1,7,345;0;0;0;0,3062,0,0;0,3521,0,0;900000;59868;1,8,104183;0;0,61290,0,0;0,13788,0,0;95727;0;1641229;0;0,0,0,0;11947;34583;0;4;0;59091;156114;1675463;0;195468;1,8,196410;579;48233;862;478;0,0,0,0;0,0,0,0;6;0,0,0,0;0,0,0,0;0;0;0,0,0,0;0;0,0,0,0;472;0,0,0,0;0,0,0,0;472;0,0,0,0;0,0,0,0;0;0;196;0,0,0,0;175;101;0,0,0,0;0;472;0,0,0,0;0,0,0,0;0;0;196;0,0,0,0;175;101;0,0,0,0;756;756;0;0;0;0;0;0;0;0;21;0;0;0,0,0,0,0,0,0,0,1,0,1,3,2,1,2,3,7,10,23,7,0,0,0,0,0,0,0;0,0,0,1,1,0,3,1,2,1,3,1,3,3,0,0,3,1,2,0,0,0,0,0,0,0,0;2,6,5,13,31,3,0,0;68207;3062;16,3,3,3,0,0,0,0;3521
2018-04-04 20:30:00;ERBS_KI0077;2018-04-04 20:45:00;ERBS_XXXXX_Y_Z;0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0
2018-04-04 20:45:00;ERBS_KI0077;2018-04-04 21:00:00;ERBS_XXXXX_Y_Z;0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0
2018-04-04 21:00:00;ERBS_KI0077;2018-04-04 21:15:00;ERBS_XXXXX_Y_Z;0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0
2018-04-06 08:00:00;ERBS_KI0077;2018-04-06 08:15:00;ERBS_XXXXX_Y_Z;0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0
2018-04-06 08:15:00;ERBS_KI0077;2018-04-06 08:30:00;ERBS_XXXXX_Y_Z;0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0
2018-04-06 08:30:00;ERBS_KI0077;2018-04-06 08:45:00;ERBS_XXXXX_Y_Z;0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0
2018-04-06 11:45:00;ERBS_KI0077;2018-04-06 12:00:00;ERBS_XXXXX_Y_Z;0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0
2018-04-06 12:00:00;ERBS_KI0077;2018-04-06 12:15:00;ERBS_XXXXX_Y_Z;0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0
2018-04-06 12:15:00;ERBS_KI0077;2018-04-06 12:30:00;ERBS_XXXXX_Y_Z;0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0
2018-04-06 12:30:00;ERBS_KI0077;2018-04-06 12:45:00;ERBS_XXXXX_Y_Z;0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0
